Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,Over18,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
29,Yes,Travel_Rarely,Sales,27,3,1,283,Female,Sales Executive,4,Married,7639,Y,22,4,4,80,10,2,10,1,9
22,No,Travel_Rarely,Research & Development,5,3,1,284,Male,Research Scientist,2,Divorced,2328,Y,16,3,1,80,4,2,4,2,2
36,No,Travel_Frequently,Research & Development,18,1,1,286,Female,Laboratory Technician,4,Single,2153,Y,13,3,1,80,8,3,8,1,7
40,No,Non-Travel,Research & Development,9,5,1,287,Male,Healthcare Representative,4,Married,4876,Y,14,3,4,80,5,1,3,0,2
46,No,Travel_Rarely,Research & Development,1,4,1,288,Male,Healthcare Representative,1,Divorced,9396,Y,16,3,3,80,17,3,4,0,3
32,Yes,Travel_Rarely,Sales,4,4,1,291,Male,Sales Executive,4,Married,10400,Y,11,3,3,80,14,2,14,9,8
30,No,Non-Travel,Research & Development,1,1,1,292,Male,Manufacturing Director,3,Single,8474,Y,22,4,3,80,12,3,11,5,8
27,No,Travel_Frequently,Sales,20,3,1,293,Female,Sales Executive,3,Single,9981,Y,14,3,4,80,7,3,7,0,7
51,No,Travel_Rarely,Research & Development,8,4,1,296,Male,Research Director,2,Married,12490,Y,16,3,4,80,16,1,10,4,7
30,Yes,Travel_Rarely,Research & Development,3,3,1,297,Female,Research Scientist,1,Single,2657,Y,11,3,3,80,8,3,5,0,4
41,No,Travel_Rarely,Sales,6,3,1,298,Female,Manager,4,Single,13591,Y,18,3,3,80,16,3,1,0,0
30,Yes,Travel_Frequently,Sales,26,4,1,299,Female,Sales Executive,1,Single,6696,Y,15,3,3,80,9,2,6,0,1
29,Yes,Travel_Rarely,Research & Development,1,3,1,300,Male,Research Scientist,3,Single,2058,Y,14,3,4,80,7,2,6,1,5
45,No,Non-Travel,Sales,6,3,1,302,Female,Sales Executive,4,Single,8865,Y,12,3,4,80,23,3,19,12,8
54,No,Travel_Rarely,Sales,3,3,1,303,Female,Sales Executive,1,Married,5940,Y,14,3,4,80,16,3,6,0,5
36,No,Travel_Rarely,Research & Development,5,2,1,304,Male,Laboratory Technician,2,Single,5914,Y,16,3,4,80,16,4,13,3,7
33,No,Travel_Rarely,Research & Development,4,4,1,305,Female,Research Scientist,2,Married,2622,Y,21,4,4,80,7,3,3,1,1
37,No,Travel_Frequently,Research & Development,11,3,1,306,Male,Research Director,4,Divorced,12185,Y,14,3,3,80,10,3,10,0,7
38,No,Travel_Rarely,Sales,3,3,1,307,Male,Sales Executive,3,Divorced,10609,Y,12,3,3,80,17,2,16,5,13
31,No,Non-Travel,Research & Development,1,4,1,308,Male,Manufacturing Director,3,Married,4345,Y,12,3,4,80,6,3,5,1,4
59,No,Travel_Rarely,Research & Development,3,3,1,309,Male,Research Scientist,4,Married,2177,Y,17,3,1,80,7,3,1,0,0
37,No,Travel_Frequently,Sales,4,4,1,311,Male,Sales Representative,4,Divorced,2793,Y,17,3,3,80,13,3,9,5,8
29,No,Travel_Frequently,Sales,1,1,1,312,Female,Sales Executive,4,Married,7918,Y,14,3,4,80,11,3,11,4,1
35,No,Travel_Frequently,Sales,1,3,1,314,Female,Sales Executive,3,Single,8789,Y,14,3,1,80,10,4,10,0,8
29,Yes,Travel_Rarely,Research & Development,18,1,1,315,Male,Research Scientist,4,Single,2389,Y,13,3,3,80,4,2,4,0,1
52,No,Travel_Rarely,Research & Development,2,3,1,316,Female,Laboratory Technician,4,Single,3212,Y,15,3,2,80,6,2,2,2,2
42,No,Travel_Rarely,Research & Development,4,2,1,319,Male,Manager,4,Married,19232,Y,11,3,4,80,22,3,22,11,15
59,No,Travel_Rarely,Human Resources,6,2,1,321,Male,Human Resources,3,Married,2267,Y,17,3,4,80,7,2,2,2,2
50,No,Travel_Rarely,Sales,1,4,1,323,Female,Manager,4,Divorced,19517,Y,11,3,3,80,32,2,7,0,6
33,Yes,Travel_Rarely,Research & Development,14,3,1,325,Male,Laboratory Technician,4,Married,2436,Y,13,3,3,80,8,1,5,0,4
43,No,Travel_Rarely,Sales,16,3,1,327,Female,Manager,4,Married,16064,Y,22,4,3,80,22,3,17,1,9
33,Yes,Travel_Rarely,Research & Development,2,2,1,328,Female,Laboratory Technician,1,Married,2707,Y,20,4,1,80,13,4,9,1,7
52,No,Non-Travel,Sales,2,4,1,329,Male,Manager,3,Single,19068,Y,18,3,4,80,33,4,33,15,12
32,No,Travel_Rarely,Sales,4,2,1,330,Female,Sales Representative,2,Married,3931,Y,11,3,1,80,6,3,4,1,2
32,Yes,Travel_Rarely,Research & Development,1,3,1,331,Male,Laboratory Technician,3,Single,3730,Y,14,3,4,80,4,1,3,1,2
39,No,Travel_Rarely,Research & Development,1,4,1,332,Female,Laboratory Technician,3,Divorced,2232,Y,14,3,3,80,7,3,3,1,2
32,No,Non-Travel,Sales,26,4,1,333,Male,Sales Executive,4,Married,4465,Y,18,3,1,80,4,3,3,2,2
41,No,Travel_Rarely,Research & Development,19,2,1,334,Male,Research Scientist,1,Divorced,3072,Y,16,3,1,80,17,2,1,0,0
40,No,Travel_Rarely,Research & Development,24,2,1,335,Male,Research Scientist,4,Divorced,3319,Y,17,3,1,80,9,3,9,4,7
45,No,Travel_Rarely,Research & Development,1,3,1,336,Male,Manager,4,Married,19202,Y,11,3,3,80,25,3,24,1,7
31,No,Travel_Frequently,Research & Development,3,4,1,337,Male,Research Director,3,Divorced,13675,Y,12,3,1,80,9,3,2,2,2
33,No,Travel_Rarely,Research & Development,5,4,1,338,Female,Research Scientist,4,Married,2911,Y,13,3,3,80,2,2,2,0,2
34,No,Travel_Rarely,Research & Development,2,4,1,339,Male,Manufacturing Director,1,Married,5957,Y,13,3,2,80,13,3,11,5,9
37,No,Travel_Rarely,Research & Development,1,2,1,340,Female,Research Scientist,1,Married,3920,Y,14,3,1,80,17,2,3,0,2
45,No,Travel_Frequently,Research & Development,7,4,1,341,Male,Manufacturing Director,3,Married,6434,Y,17,3,4,80,9,3,3,0,2
37,Yes,Travel_Frequently,Research & Development,10,3,1,342,Male,Manufacturing Director,3,Divorced,10048,Y,11,3,2,80,17,3,1,0,0
39,No,Travel_Frequently,Research & Development,2,4,1,343,Female,Healthcare Representative,3,Single,10938,Y,25,4,4,80,20,3,19,11,8
29,No,Travel_Rarely,Research & Development,15,3,1,346,Male,Research Scientist,4,Single,2340,Y,19,3,1,80,6,3,6,1,5
42,No,Travel_Rarely,Research & Development,17,2,1,347,Female,Research Scientist,1,Single,6545,Y,13,3,3,80,10,3,3,0,2
29,No,Travel_Rarely,Sales,20,2,1,349,Male,Sales Executive,4,Divorced,6931,Y,14,3,4,80,10,3,3,0,2
25,No,Travel_Rarely,Research & Development,1,3,1,350,Female,Manufacturing Director,3,Married,4898,Y,12,3,4,80,5,3,4,1,2
42,No,Travel_Rarely,Research & Development,2,3,1,351,Female,Laboratory Technician,1,Divorced,2593,Y,11,3,3,80,10,3,9,7,8
40,No,Travel_Rarely,Research & Development,2,2,1,352,Male,Research Director,3,Divorced,19436,Y,19,3,4,80,22,3,21,3,9
51,No,Travel_Rarely,Research & Development,1,3,1,353,Male,Research Scientist,4,Married,2723,Y,11,3,2,80,1,2,1,0,0
31,Yes,Travel_Frequently,Research & Development,29,2,1,355,Male,Laboratory Technician,2,Single,3479,Y,11,3,2,80,6,4,5,1,4
32,No,Travel_Frequently,Research & Development,7,3,1,359,Male,Laboratory Technician,2,Married,2794,Y,20,4,3,80,5,1,5,0,3
38,No,Non-Travel,Sales,2,2,1,361,Male,Sales Executive,4,Married,5249,Y,18,3,4,80,13,3,8,7,5
32,No,Travel_Rarely,Research & Development,2,1,1,362,Male,Laboratory Technician,1,Single,2176,Y,13,3,4,80,9,3,6,0,4
46,No,Travel_Rarely,Sales,2,3,1,363,Female,Manager,2,Married,16872,Y,12,3,2,80,28,2,7,7,7
28,Yes,Travel_Rarely,Research & Development,2,4,1,364,Male,Laboratory Technician,3,Single,3485,Y,11,3,3,80,5,1,0,0,0
29,No,Travel_Rarely,Sales,2,3,1,366,Male,Sales Executive,2,Married,6644,Y,19,3,2,80,10,3,0,0,0
31,No,Travel_Rarely,Research & Development,23,3,1,367,Male,Healthcare Representative,4,Married,5582,Y,21,4,2,80,10,3,9,7,8
25,No,Non-Travel,Research & Development,5,2,1,369,Male,Healthcare Representative,1,Divorced,4000,Y,12,3,4,80,6,3,6,1,5
45,No,Travel_Rarely,Research & Development,20,2,1,372,Male,Healthcare Representative,4,Married,13496,Y,14,3,2,80,21,3,20,4,10
36,No,Travel_Rarely,Research & Development,6,3,1,373,Male,Laboratory Technician,4,Married,3210,Y,11,3,3,80,16,3,15,10,11
55,No,Travel_Rarely,Research & Development,1,3,1,374,Male,Manager,1,Single,19045,Y,14,3,3,80,37,3,36,4,13
47,Yes,Non-Travel,Research & Development,29,4,1,376,Male,Manager,2,Married,11849,Y,12,3,4,80,10,2,10,9,9
28,No,Travel_Rarely,Research & Development,9,3,1,377,Male,Research Scientist,4,Married,2070,Y,23,4,4,80,5,2,5,0,4
37,No,Travel_Rarely,Sales,6,4,1,378,Male,Sales Executive,4,Married,6502,Y,14,3,2,80,7,4,5,0,1
21,No,Travel_Rarely,Research & Development,3,2,1,379,Male,Research Scientist,3,Single,3230,Y,17,3,1,80,3,4,3,1,0
37,No,Non-Travel,Research & Development,1,4,1,380,Female,Research Director,4,Divorced,13603,Y,18,3,1,80,15,3,5,0,2
35,No,Travel_Rarely,Research & Development,22,3,1,381,Female,Manager,2,Divorced,11996,Y,18,3,2,80,10,2,7,6,2
38,No,Travel_Rarely,Sales,7,2,1,382,Female,Sales Executive,1,Divorced,5605,Y,24,4,3,80,8,3,8,7,7
26,No,Travel_Frequently,Research & Development,1,3,1,384,Female,Manufacturing Director,2,Divorced,6397,Y,20,4,1,80,6,1,6,1,4
50,No,Travel_Rarely,Research & Development,4,1,1,385,Male,Research Director,2,Divorced,19144,Y,14,3,1,80,28,2,10,1,6
53,No,Travel_Rarely,Research & Development,3,4,1,386,Male,Research Director,3,Married,17584,Y,16,3,4,80,21,2,5,1,3
42,No,Travel_Rarely,Sales,1,1,1,387,Male,Sales Executive,3,Married,4907,Y,25,4,3,80,20,3,20,11,6
29,No,Travel_Frequently,Sales,2,2,1,388,Male,Sales Executive,4,Single,4554,Y,18,3,1,80,10,2,10,0,9
55,No,Travel_Rarely,Research & Development,20,2,1,389,Male,Laboratory Technician,4,Married,5415,Y,19,3,4,80,12,3,10,0,8
26,No,Travel_Frequently,Research & Development,11,2,1,390,Male,Healthcare Representative,1,Married,4741,Y,13,3,3,80,5,3,5,3,3
37,No,Travel_Rarely,Research & Development,1,3,1,391,Female,Research Scientist,4,Single,2115,Y,12,3,2,80,17,3,17,5,7
44,Yes,Travel_Frequently,Research & Development,24,3,1,392,Male,Laboratory Technician,3,Divorced,3161,Y,22,4,4,80,19,1,1,0,0
38,No,Travel_Rarely,Research & Development,23,4,1,393,Male,Healthcare Representative,4,Divorced,5745,Y,14,3,2,80,10,3,2,1,2
26,Yes,Travel_Rarely,Research & Development,16,4,1,394,Male,Laboratory Technician,2,Divorced,2373,Y,13,3,4,80,5,3,3,0,2
28,No,Travel_Rarely,Research & Development,8,2,1,395,Female,Research Scientist,4,Single,3310,Y,21,4,4,80,5,3,5,0,2
49,No,Travel_Frequently,Research & Development,10,4,1,396,Female,Research Director,1,Single,18665,Y,11,3,4,80,22,3,3,1,2
36,No,Travel_Rarely,Research & Development,3,3,1,397,Male,Research Scientist,2,Single,4485,Y,12,3,4,80,10,3,8,7,7
31,No,Travel_Frequently,Sales,5,3,1,399,Female,Sales Representative,2,Divorced,2789,Y,11,3,3,80,2,2,2,2,2
26,Yes,Travel_Rarely,Sales,4,4,1,401,Male,Sales Executive,4,Single,5828,Y,12,3,2,80,8,3,8,7,4
37,No,Travel_Frequently,Research & Development,9,3,1,403,Male,Research Scientist,4,Married,2326,Y,12,3,3,80,4,2,4,1,2
42,No,Travel_Frequently,Sales,26,3,1,404,Female,Sales Executive,2,Married,13525,Y,14,3,4,80,23,4,20,4,8
18,Yes,Travel_Rarely,Research & Development,3,3,1,405,Male,Laboratory Technician,3,Single,1420,Y,13,3,3,80,0,3,0,0,0
35,No,Travel_Rarely,Sales,16,3,1,406,Male,Sales Executive,2,Married,8020,Y,15,3,3,80,12,2,11,6,9
36,No,Travel_Frequently,Research & Development,18,4,1,407,Male,Laboratory Technician,4,Married,3688,Y,18,3,4,80,4,3,1,0,0
51,No,Travel_Rarely,Research & Development,2,3,1,408,Male,Manufacturing Director,2,Divorced,5482,Y,18,3,4,80,13,3,4,1,2
41,No,Travel_Rarely,Sales,2,4,1,410,Male,Manager,2,Single,16015,Y,19,3,2,80,22,3,22,0,4
18,No,Travel_Rarely,Sales,10,3,1,411,Female,Sales Representative,3,Single,1200,Y,12,3,1,80,0,3,0,0,0
28,No,Travel_Rarely,Research & Development,16,2,1,412,Male,Healthcare Representative,1,Single,5661,Y,19,3,3,80,9,3,8,0,7
31,No,Travel_Rarely,Sales,7,3,1,416,Male,Sales Executive,4,Married,6929,Y,11,3,2,80,10,2,8,7,7
39,No,Travel_Rarely,Research & Development,1,3,1,417,Male,Healthcare Representative,4,Divorced,9613,Y,17,3,1,80,19,2,18,3,7
36,No,Non-Travel,Research & Development,24,4,1,419,Female,Laboratory Technician,2,Married,5674,Y,15,3,3,80,11,3,9,0,8
32,No,Travel_Rarely,Sales,7,3,1,420,Male,Sales Executive,3,Married,5484,Y,14,3,3,80,13,2,13,4,8
38,No,Travel_Rarely,Research & Development,25,2,1,421,Female,Research Director,2,Married,12061,Y,17,3,3,80,19,3,10,0,1
58,No,Non-Travel,Research & Development,1,4,1,422,Male,Healthcare Representative,3,Divorced,5660,Y,13,3,4,80,12,3,5,1,2
31,No,Travel_Rarely,Research & Development,5,4,1,423,Male,Research Scientist,4,Married,4821,Y,12,3,3,80,6,3,5,0,3
31,No,Travel_Rarely,Human Resources,2,3,1,424,Male,Human Resources,1,Married,6410,Y,12,3,4,80,9,3,2,1,0
45,No,Travel_Frequently,Research & Development,7,3,1,425,Male,Laboratory Technician,1,Divorced,5210,Y,18,3,1,80,24,3,24,9,11
31,No,Travel_Rarely,Research & Development,2,4,1,426,Male,Research Scientist,4,Divorced,2695,Y,18,3,2,80,3,1,2,2,2
33,No,Travel_Frequently,Research & Development,5,4,1,428,Female,Manager,2,Married,11878,Y,11,3,2,80,12,3,10,8,8
39,No,Travel_Rarely,Research & Development,10,1,1,429,Male,Manager,1,Married,17068,Y,14,3,4,80,21,3,21,11,10
43,No,Travel_Frequently,Research & Development,10,4,1,430,Female,Laboratory Technician,4,Single,2455,Y,19,3,1,80,9,3,8,1,7
49,No,Travel_Rarely,Research & Development,1,2,1,431,Female,Healthcare Representative,3,Single,13964,Y,12,3,4,80,25,3,7,0,7
52,Yes,Travel_Rarely,Research & Development,8,4,1,433,Male,Research Scientist,2,Married,4941,Y,15,3,1,80,11,2,8,7,7
27,No,Travel_Rarely,Research & Development,5,3,1,434,Female,Research Scientist,2,Single,2478,Y,12,3,2,80,4,2,4,1,2
32,No,Travel_Rarely,Sales,8,2,1,436,Female,Sales Executive,2,Married,5228,Y,11,3,4,80,13,3,13,11,9
27,No,Travel_Rarely,Sales,2,3,1,437,Male,Sales Executive,3,Single,4478,Y,11,3,1,80,5,3,5,0,4
31,No,Travel_Rarely,Sales,7,3,1,438,Male,Sales Executive,4,Divorced,7547,Y,12,3,4,80,13,3,7,1,7
32,No,Travel_Rarely,Research & Development,2,4,1,439,Female,Research Scientist,4,Single,5055,Y,16,3,3,80,10,2,7,0,7
28,Yes,Travel_Rarely,Research & Development,2,4,1,440,Male,Research Scientist,4,Married,3464,Y,13,3,4,80,5,2,3,2,2
30,No,Travel_Rarely,Research & Development,28,2,1,441,Female,Research Scientist,4,Married,5775,Y,13,3,4,80,11,3,10,1,9
31,No,Travel_Frequently,Research & Development,7,2,1,442,Female,Manufacturing Director,3,Married,8943,Y,24,4,1,80,10,3,10,8,9
39,No,Travel_Frequently,Research & Development,7,2,1,444,Male,Manager,4,Married,19272,Y,15,3,1,80,21,3,21,13,3
39,Yes,Travel_Rarely,Sales,3,2,1,445,Female,Sales Executive,3,Married,5238,Y,18,3,1,80,12,2,1,0,0
33,No,Travel_Frequently,Sales,10,3,1,446,Male,Sales Executive,4,Single,4682,Y,14,3,3,80,9,2,7,0,1
47,No,Travel_Rarely,Research & Development,5,5,1,447,Male,Research Director,3,Married,18300,Y,11,3,2,80,21,3,3,1,1
43,No,Travel_Frequently,Research & Development,10,4,1,448,Female,Laboratory Technician,3,Divorced,5257,Y,11,3,2,80,9,4,9,0,0
27,No,Non-Travel,Sales,1,1,1,449,Male,Sales Executive,2,Married,6349,Y,13,3,4,80,6,3,5,1,4
54,No,Travel_Frequently,Research & Development,20,4,1,450,Female,Research Scientist,3,Single,4869,Y,12,3,4,80,20,2,4,0,3
43,No,Travel_Rarely,Research & Development,7,3,1,451,Female,Healthcare Representative,1,Married,9985,Y,16,3,1,80,10,2,1,0,0
45,No,Travel_Rarely,Research & Development,8,4,1,452,Male,Research Scientist,4,Married,3697,Y,14,3,1,80,12,3,10,9,8
40,No,Travel_Rarely,Sales,1,2,1,453,Male,Sales Executive,4,Married,7457,Y,22,4,3,80,6,2,4,0,2
29,Yes,Travel_Rarely,Research & Development,8,4,1,454,Male,Laboratory Technician,1,Married,2119,Y,11,3,4,80,7,2,7,0,7
29,No,Travel_Rarely,Research & Development,9,5,1,455,Male,Laboratory Technician,4,Single,3983,Y,17,3,3,80,4,3,3,2,2
30,No,Travel_Rarely,Sales,5,3,1,456,Female,Sales Executive,3,Divorced,6118,Y,13,3,3,80,10,3,10,1,2
27,No,Travel_Rarely,Sales,8,4,1,458,Female,Sales Executive,2,Married,6214,Y,18,3,1,80,8,3,8,0,7
37,No,Travel_Rarely,Research & Development,5,2,1,460,Male,Manufacturing Director,4,Divorced,6347,Y,16,3,3,80,8,2,6,0,4
38,No,Travel_Rarely,Research & Development,15,2,1,461,Male,Research Director,4,Divorced,11510,Y,14,3,2,80,12,3,11,2,9
31,No,Travel_Rarely,Research & Development,7,4,1,462,Female,Manufacturing Director,4,Single,7143,Y,14,3,3,80,11,2,11,4,10
29,No,Travel_Rarely,Sales,10,1,1,463,Female,Sales Executive,2,Divorced,8268,Y,14,3,1,80,7,3,7,1,7
35,No,Travel_Rarely,Research & Development,5,4,1,464,Male,Manufacturing Director,2,Single,8095,Y,13,3,4,80,17,3,16,0,13
23,No,Travel_Rarely,Research & Development,26,1,1,465,Male,Research Scientist,4,Divorced,2904,Y,12,3,3,80,4,2,4,0,2
41,No,Travel_Rarely,Research & Development,6,3,1,466,Male,Manufacturing Director,2,Single,6032,Y,15,3,4,80,8,3,5,1,2
47,No,Travel_Frequently,Sales,4,1,1,467,Male,Sales Representative,3,Single,2976,Y,19,3,1,80,5,3,0,0,0
42,No,Travel_Rarely,Research & Development,23,5,1,468,Female,Research Director,4,Single,15992,Y,14,3,2,80,16,3,1,0,0
29,No,Non-Travel,Sales,2,3,1,469,Male,Sales Executive,3,Married,4649,Y,14,3,1,80,4,2,4,0,2
42,No,Travel_Rarely,Human Resources,2,1,1,470,Male,Human Resources,3,Divorced,2696,Y,11,3,3,80,4,3,3,1,0
32,No,Travel_Rarely,Research & Development,2,3,1,471,Female,Laboratory Technician,2,Married,2370,Y,13,3,3,80,8,3,8,0,7
48,No,Travel_Rarely,Sales,29,1,1,473,Female,Manager,3,Married,12504,Y,21,4,2,80,15,1,0,0,0
37,No,Travel_Rarely,Research & Development,6,3,1,474,Male,Research Scientist,1,Divorced,5974,Y,13,3,1,80,13,3,7,6,7
30,No,Non-Travel,Sales,25,2,1,475,Female,Sales Executive,3,Married,4736,Y,12,3,2,80,4,4,2,2,2
26,No,Travel_Rarely,Sales,1,3,1,476,Male,Sales Executive,3,Married,5296,Y,17,3,2,80,8,3,8,7,7
42,No,Travel_Rarely,Research & Development,2,4,1,477,Male,Healthcare Representative,4,Single,6781,Y,23,4,2,80,14,3,1,0,0
21,Yes,Travel_Frequently,Sales,1,1,1,478,Female,Sales Representative,2,Single,2174,Y,11,3,3,80,3,3,3,1,2
36,No,Non-Travel,Sales,1,5,1,479,Female,Sales Executive,4,Single,6653,Y,15,3,2,80,7,3,1,0,0
36,No,Travel_Frequently,Sales,3,4,1,481,Male,Sales Executive,4,Married,9699,Y,11,3,1,80,16,3,13,1,12
57,No,Travel_Rarely,Research & Development,1,4,1,482,Male,Healthcare Representative,3,Married,6755,Y,11,3,3,80,15,3,3,1,2
40,No,Travel_Rarely,Research & Development,10,4,1,483,Female,Laboratory Technician,3,Married,2213,Y,13,3,3,80,10,3,7,1,7
21,No,Non-Travel,Sales,9,2,1,484,Male,Sales Representative,4,Single,2610,Y,24,4,3,80,3,2,3,2,2
33,Yes,Travel_Rarely,Sales,5,3,1,485,Female,Sales Representative,3,Single,2851,Y,13,3,2,80,1,3,1,0,0
37,No,Travel_Rarely,Research & Development,10,3,1,486,Female,Laboratory Technician,1,Married,3452,Y,20,4,2,80,17,3,5,0,3
46,No,Non-Travel,Research & Development,7,4,1,487,Female,Manufacturing Director,3,Married,5258,Y,14,3,3,80,7,4,1,0,0
41,Yes,Travel_Frequently,Sales,4,3,1,488,Male,Sales Executive,2,Single,9355,Y,18,3,3,80,8,3,8,7,7
50,No,Travel_Rarely,Research & Development,10,3,1,491,Male,Healthcare Representative,4,Single,10496,Y,15,3,4,80,20,3,4,1,3
40,Yes,Travel_Rarely,Sales,22,2,1,492,Male,Sales Executive,3,Married,6380,Y,12,3,1,80,8,3,6,1,0
31,No,Travel_Rarely,Research & Development,9,4,1,493,Male,Research Scientist,2,Single,2657,Y,16,3,4,80,3,3,2,2,2
21,Yes,Travel_Rarely,Sales,12,3,1,494,Female,Sales Representative,2,Single,2716,Y,15,3,4,80,1,3,1,0,0
29,No,Travel_Rarely,Research & Development,23,3,1,495,Male,Research Scientist,4,Single,2201,Y,16,3,4,80,6,3,3,1,2
35,No,Travel_Rarely,Research & Development,9,4,1,496,Male,Healthcare Representative,2,Single,6540,Y,19,3,3,80,10,3,1,0,0
27,No,Travel_Rarely,Research & Development,1,2,1,497,Male,Laboratory Technician,2,Divorced,3816,Y,11,3,2,80,5,3,5,0,4
28,No,Travel_Rarely,Sales,9,4,1,498,Male,Sales Executive,4,Single,5253,Y,16,3,4,80,7,3,7,0,7
49,No,Travel_Rarely,Research & Development,7,3,1,499,Male,Healthcare Representative,3,Single,10965,Y,24,4,3,80,26,3,5,0,0
51,No,Travel_Rarely,Sales,14,2,1,500,Female,Sales Executive,4,Married,4936,Y,11,3,3,80,18,2,7,0,7
36,No,Travel_Rarely,Research & Development,2,3,1,501,Female,Research Scientist,3,Married,2543,Y,13,3,2,80,6,3,2,2,2
34,Yes,Non-Travel,Sales,19,3,1,502,Male,Sales Executive,4,Single,5304,Y,13,3,2,80,9,2,5,0,4
55,No,Travel_Rarely,Research & Development,2,3,1,505,Female,Manager,4,Single,16659,Y,13,3,3,80,30,3,5,1,2
24,No,Travel_Rarely,Sales,10,4,1,507,Female,Sales Executive,3,Divorced,4260,Y,12,3,4,80,5,4,5,0,3
30,No,Travel_Rarely,Sales,2,1,1,508,Male,Sales Representative,2,Married,2476,Y,18,3,1,80,1,3,1,0,0
26,Yes,Travel_Frequently,Research & Development,3,1,1,510,Male,Research Scientist,1,Single,3102,Y,22,4,3,80,7,3,6,0,4
22,No,Travel_Rarely,Research & Development,11,3,1,511,Female,Research Scientist,2,Married,2244,Y,13,3,4,80,2,3,2,1,2
36,No,Travel_Rarely,Sales,2,2,1,513,Male,Sales Executive,3,Married,7596,Y,13,3,2,80,10,3,10,9,0
30,Yes,Travel_Frequently,Research & Development,4,3,1,514,Male,Research Scientist,4,Single,2285,Y,23,4,3,80,3,3,1,0,0
37,No,Travel_Rarely,Research & Development,14,3,1,515,Female,Laboratory Technician,1,Divorced,3034,Y,12,3,3,80,18,2,18,12,17
40,No,Travel_Rarely,Sales,2,2,1,516,Female,Sales Executive,2,Divorced,5715,Y,12,3,3,80,8,3,5,1,3
42,No,Travel_Rarely,Research & Development,1,4,1,517,Female,Laboratory Technician,1,Divorced,2576,Y,16,3,2,80,8,3,5,1,2
37,No,Travel_Rarely,Research & Development,10,4,1,518,Male,Manufacturing Director,2,Single,4197,Y,12,3,4,80,18,2,1,0,1
43,No,Travel_Rarely,Research & Development,12,3,1,520,Male,Research Director,2,Divorced,14336,Y,11,3,3,80,25,3,25,3,9
40,No,Travel_Rarely,Research & Development,2,3,1,521,Female,Laboratory Technician,3,Married,3448,Y,22,4,2,80,20,3,1,0,0
54,No,Travel_Rarely,Research & Development,5,2,1,522,Male,Research Director,1,Married,19406,Y,11,3,3,80,24,2,4,1,2
34,No,Non-Travel,Sales,4,4,1,523,Female,Sales Executive,3,Married,6538,Y,15,3,1,80,6,3,3,1,2
31,No,Travel_Rarely,Research & Development,7,2,1,524,Female,Manufacturing Director,1,Married,4306,Y,12,3,2,80,13,1,13,3,12
43,No,Travel_Frequently,Research & Development,21,3,1,525,Male,Laboratory Technician,4,Married,2258,Y,20,4,1,80,8,3,3,1,2
43,No,Travel_Rarely,Research & Development,8,4,1,526,Female,Healthcare Representative,3,Divorced,4522,Y,14,3,4,80,8,3,5,0,2
25,No,Travel_Rarely,Sales,4,2,1,527,Female,Sales Executive,4,Single,4487,Y,11,3,2,80,5,3,5,1,3
37,No,Non-Travel,Research & Development,25,5,1,529,Female,Research Scientist,3,Married,4449,Y,15,3,1,80,15,3,13,10,7
31,No,Travel_Rarely,Research & Development,1,2,1,530,Male,Laboratory Technician,1,Married,2218,Y,12,3,3,80,4,3,4,3,2
39,No,Travel_Frequently,Research & Development,1,1,1,531,Male,Manager,3,Divorced,19197,Y,14,3,3,80,21,3,21,1,6
56,No,Travel_Frequently,Sales,6,3,1,532,Female,Sales Executive,1,Married,13212,Y,11,3,4,80,36,2,7,7,7
30,No,Travel_Rarely,Sales,12,3,1,533,Female,Sales Executive,3,Single,6577,Y,11,3,2,80,6,3,5,4,4
41,No,Travel_Rarely,Sales,1,3,1,534,Male,Sales Executive,1,Married,8392,Y,16,3,3,80,10,3,10,0,7
28,No,Travel_Rarely,Research & Development,17,2,1,536,Male,Laboratory Technician,1,Divorced,4558,Y,12,3,4,80,10,3,10,1,8
25,Yes,Travel_Rarely,Research & Development,3,3,1,538,Male,Laboratory Technician,1,Married,4031,Y,13,3,3,80,6,3,2,0,2
52,No,Travel_Rarely,Research & Development,3,3,1,543,Male,Manufacturing Director,3,Married,7969,Y,14,3,3,80,28,3,5,0,4
45,No,Travel_Rarely,Research & Development,10,2,1,544,Male,Research Scientist,4,Married,2654,Y,21,4,4,80,8,2,2,0,2
52,No,Travel_Rarely,Research & Development,4,2,1,546,Female,Manager,4,Married,16555,Y,13,3,4,80,31,1,5,1,4
42,No,Travel_Frequently,Research & Development,29,2,1,547,Female,Research Scientist,3,Divorced,4556,Y,11,3,2,80,19,3,5,0,2
30,No,Travel_Rarely,Research & Development,2,3,1,548,Female,Manufacturing Director,4,Single,6091,Y,20,4,3,80,11,3,5,0,2
60,No,Travel_Rarely,Research & Development,7,3,1,549,Female,Manager,1,Married,19566,Y,11,3,4,80,33,1,29,11,10
46,No,Travel_Rarely,Research & Development,18,3,1,550,Female,Manufacturing Director,3,Divorced,4810,Y,14,3,3,80,19,2,10,0,8
